Material,AUn,Numeratr,Denom.,Length,Length.1,Width,Width.1,Height,Height.1,Volume,Volume.1,Gross weight,Gross weight.1,net weight,net weight.1,AUn.1
7007142E,PLR,800,1.0,"1 200,000",MM,"800,000",MM,"250,000",MM,"240,000",CDM,"26 740,000",G,"13 760,000",G,
7007142E,PLU,5 000,1.0,"1 200,000",MM,"1 000,000",MM,"1 400,000",MM,"1 680,000",CDM,"197 125,000",G,"86 000,000",G,
7007142E,PRU,1 000,1.0,"1 200,000",MM,"1 000,000",MM,"250,000",MM,"300,000",CDM,"33 425,000",G,"17 200,000",G,
7007142E,SU,10,1.0,"191,000",MM,"100,000",MM,"120,000",MM,"2,292",CDM,"310,000",G,"172,000",G,
7007143E,CU,1,1.0,"96,000",MM,"12,000",MM,"117,000",MM,"0,135",CDM,"23,400",G,"15,000",G,
7007143E,DU,200,1.0,"504,000",MM,"392,000",MM,"250,000",MM,"49,770",CDM,"6 165,000",G,"3 000,000",G,
7007143E,PAL,5 600,1.0,"1 200,000",MM,"800,000",MM,"1 894,000",MM,"1 837,440",CDM,"196 620,000",G,"84 000,000",G,
7007143E,PC,1,3.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"15,000",G,
7007143E,PLR,800,1.0,"1 008,000",MM,"784,000",MM,"250,000",MM,"241,920",CDM,"24 660,000",G,"12 000,000",G,
7007143E,PLU,5 000,1.0,"1 200,000",MM,"1 000,000",MM,"1 400,000",MM,"1 680,000",CDM,"179 125,000",G,"75 000,000",G,
7007143E,PRU,1 000,1.0,"1 176,000",MM,"896,000",MM,"250,000",MM,"300,000",CDM,"196 620,000",G,"15 000,000",G,
7007143E,SU,10,1.0,"191,000",MM,"100,000",MM,"120,000",MM,"2,266",CDM,"284,000",G,"150,000",G,
70071610,CU,1,1.0,"77,000",MM,"55,000",MM,"200,000",MM,"0,847",CDM,"125,000",G,"69,800",G,
70071610,DU,50,1.0,"420,000",MM,"304,000",MM,"442,000",MM,"56,435",CDM,"7 565,000",G,"3 490,000",G,
70071610,PAL,900,1.0,"1 200,000",MM,"800,000",MM,"1 470,000",MM,"1 411,200",CDM,"160 170,000",G,"62 820,000",G,
70071610,PC,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"69,800",G,
70071610,PLR,300,1.0,"1 144,000",MM,"724,000",MM,"442,000",MM,"366,089",CDM,"45 390,000",G,"20 940,000",G,
70071610,PLU,1 200,1.0,"1 200,000",MM,"1 000,000",MM,"1 476,000",MM,"1 771,200",CDM,"206 560,000",G,"83 760,000",G,
70071610,PRU,400,1.0,"1 144,000",MM,"912,000",MM,"442,000",MM,"461,151",CDM,"60 520,000",G,"27 920,000",G,
70071610,SU,5,1.0,"289,000",MM,"81,000",MM,"210,000",MM,"4,916",CDM,"715,000",G,"349,000",G,
7008705Q,CU,1,1.0,"65,000",MM,"160,000",MM,"220,000",MM,"2,288",CDM,"190,700",G,"180,320",G,
7008705Q,PAL,560,1.0,"1 200,000",MM,"800,000",MM,"1 971,000",MM,"1 892,160",CDM,"141 592,000",G,"100 979,200",G,
7008705Q,PC,1,16.0,"65,000",MM,"160,000",MM,"220,000",MM,"2,288",CDM,"190,700",G,"180,320",G,
7008705Q,PLR,80,1.0,"1 200,000",MM,"800,000",MM,"261,000",MM,"250,560",CDM,"16 656,000",G,"14 425,600",G,
7008705Q,PLU,600,1.0,"1 200,000",MM,"1 000,000",MM,"1 468,000",MM,"1 761,600",CDM,"154 920,000",G,"108 192,000",G,
7008705Q,PRU,120,1.0,"1 200,000",MM,"1 000,000",MM,"261,000",MM,"313,200",CDM,"24 984,000",G,"21 638,400",G,
7008705Q,SU,20,1.0,"581,000",MM,"327,000",MM,"261,000",MM,"49,587",CDM,"4 164,000",G,"3 606,400",G,
7008705R,CU,1,1.0,"65,000",MM,"160,000",MM,"220,000",MM,"2,288",CDM,"190,700",G,"180,320",G,
7008705R,PAL,560,1.0,"1 200,000",MM,"800,000",MM,"1 971,000",MM,"1,892",M3,"141 592,000",G,"100 979,200",G,
7008705R,PC,1,16.0,"65,000",MM,"160,000",MM,"220,000",MM,"2,288",CDM,"190,700",G,"180,320",G,
7008705R,PLR,80,1.0,"1 200,000",MM,"800,000",MM,"261,000",MM,"2,506",HL,"16 656,000",G,"14 425,600",G,
7008705R,PLU,600,1.0,"1 200,000",MM,"1 000,000",MM,"1 468,000",MM,"1,762",M3,"154 920,000",G,"108 192,000",G,
7008705R,PRU,120,1.0,"1 200,000",MM,"1 000,000",MM,"261,000",MM,"0,313",M3,"24 984,000",G,"21 638,400",G,
7008705R,SU,20,1.0,"581,000",MM,"327,000",MM,"261,000",MM,"0,496",HL,"4 164,000",G,"3 606,400",G,
70517310,CU,1,1.0,"3,000",MM,"666,000",MM,"922,000",MM,"1,842",CDM,"140,000",G,"126,000",G,
70517310,PAL,350,1.0,"1 200,000",MM,"800,000",MM,"1 300,000",MM,"1 248,000",CDM,"154 350,000",G,"44 100,000",G,
70517310,PC,1,1.0,"3,000",MM,"666,000",MM,"922,000",MM,"1,842",CDM,"140,000",G,"126,000",G,
70517310,SU,1,1.0,"3,000",MM,"666,000",MM,"922,000",MM,"1,842",CDM,"140,000",G,"126,000",G,
70522300,CU,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"1 000,000",G,"1 000,000",G,
70522300,PC,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"1 000,000",G,
70522300,SU,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"1 000,000",G,
70522310,CU,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"1 000,000",G,"1 000,000",G,
70522310,PC,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"1 000,000",G,
70522310,SU,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"1 000,000",G,
70522320,CU,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"1 000,000",G,"1 000,000",G,
70522320,PC,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"1 000,000",G,
70522320,SU,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"1 000,000",G,
70522340,CU,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"1 000,000",G,"1 000,000",G,
70522340,PC,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"1 000,000",G,
70522340,SU,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"1 000,000",G,
7077245I,CU,1,1.0,"390,000",MM,"390,000",MM,"1 580,000",MM,"240,318",CDM,"22 000,000",G,"17 000,000",G,
7077245I,PAL,6,1.0,"1 200,000",MM,"800,000",MM,"1 730,000",MM,"1 660,800",CDM,"132 000,000",G,"102 000,000",G,
7077245I,PC,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"17 000,000",G,
7077245I,PLR,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",,"17 000,000",G,
7077245I,SU,1,1.0,"390,000",MM,"390,000",MM,"1 580,000",MM,"240,318",CDM,"0,000",,"17 000,000",G,
7077391I,CU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"270,000",G,"270,000",G,
7077391I,PC,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",,"270,000",G,
7077391I,SU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"270,000",G,
7077493I,CU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"895,000",G,"895,000",G,
7077493I,PAL,4,1.0,"0,000",,"0,000",,"0,000",,"0,000",,"0,000",,"3 580,000",G,
7077493I,PC,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"895,000",G,
7077493I,SU,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",,"0,000",,"895,000",G,
7077586I,CU,1,1.0,"1 164,000",MM,"1 575,000",MM,"1 200,000",MM,"8,663",CDM,"646,460",G,"646,460",G,
7077586I,PAL,500,1.0,"0,000",,"0,000",,"0,000",,"0,000",,"0,000",G,"323 230,000",G,
7077586I,PC,1,1.0,"1 164,000",MM,"1 575,000",MM,"1 200,000",MM,"8,663",CDM,"646,460",G,"646,460",G,
7077586I,SU,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",G,"646,460",G,
7077587I,CU,1,1.0,"1 064,000",MM,"1 575,000",MM,"1 200,000",MM,"8,663",CDM,"868,190",G,"868,190",G,
7077587I,PAL,500,1.0,"0,000",,"0,000",,"0,000",,"0,000",,"0,000",G,"434 095,000",G,
7077587I,PC,1,1.0,"1 064,000",MM,"1 575,000",MM,"1 200,000",MM,"8,663",CDM,"868,190",G,"868,190",G,
7077587I,SU,1,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",G,"868,190",G,
7077598I,CU,1,1.0,"1 239,000",MM,"0,600",MM,"372,000",MM,"8,663",CDM,"135,000",G,"135,000",G,
7077598I,PAL,5 000,1.0,"0,000",,"0,000",,"0,000",,"0,000",,"0,000",G,"675 000,000",G,
7077598I,PC,1,1.0,"1 239,000",MM,"0,600",MM,"372,000",MM,"8,663",CDM,"135,000",G,"135,000",G,
7077598I,SU,5 000,1.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",G,"675 000,000",G,
7077841I,CU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"119,000",G,"119,000",G,
7077841I,PC,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"119,000",G,
7077841I,SU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"119,000",G,
7077845I,CU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"65,390",G,"65,390",G,
7077845I,PC,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"65,390",G,
7077846I,CU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"408,000",G,"408,000",G,
7077846I,PC,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"408,000",G,
7077852I,CU,1,1.0,"100,000",MM,"30,000",MM,"150,000",MM,"0,450",CDM,"250,000",G,"250,000",G,
7077852I,PAL,200,1.0,"0,000",,"0,000",,"0,000",,"0,000",,"0,000",,"50 000,000",G,
7077852I,PC,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"250,000",G,
7077852I,SU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"250,000",G,
7077856I,CU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"250,000",G,"250,000",G,
7077856I,PC,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"250,000",G,
7077856I,SU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"250,000",G,
7077857I,CU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"374,000",G,"374,000",G,
7077857I,PC,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"374,000",G,
7077857I,SU,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"374,000",G,
7077862I,CU,1,1.0,"120,000",MM,"40,000",MM,"1 530,000",MM,"7,344",CDM,"3 400,000",G,"3 400,000",G,
7077862I,PAL,2,1.0,"0,000",,"0,000",,"0,000",,"0,000",,"0,000",,"6 800,000",G,
